@relation 'Twitter Sentiment Analysis SemEval Dataset'

@attribute content string
@attribute class {positive,neutral,negative}

@data
'@iM_Lowie dam. cant wait to get back. i come home tomorrow night, but leave the next day for elon university in NC',positive
'Help me smart peeps:  I need to get from the city to Alsip, back to the city on a Friday night.  Cheapest way to go? (it\'s for a wedding)',negative
'Make sure everyone comes out to our first opener practice tomorrow at 6:30 at the Murphy Center in dance studio B!!!',negative
'Just whooped some ASS in kill confirmed with @QuiKGunZ and @PBrasfieldATO, tomorrow its back to makin kats cry in Gears3',positive
'@naylakigro katie... ha tomorrow is her last day',positive
'@1st_love he\'s only 4th best British fighter, never mind world champ. 1.HAYE 2.FURY 3.CHISORA 4.PRICE.',negative
'I would like to trade President\'s Day and Columbus Day for the day after the Super Bowl and July 5th please.',positive
'I have to wait till Sunday to see Carmelo Anthony and the Knicks debut?',negative
'Flying in to Calgary tomorrow. @ronaldpederson I can\'t wait to meet you at your loft. Best stay in or get out of dodge this weekend. #sayno',positive
'@geoffstults on September 5th, The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D #finder #risolutore #sky',positive
'According to the radio, Rihanna\'s Birthday Cake is the official 4th of July anthem. Sounds about right.',negative
'Heat vs Knicks next wednesday #Damn thats too far away why not play again tomorrow and just get it over with #ComeOnMan',negative
'Jennifer Aniston, Justin Theroux high end shopping; time to decorate the crib: Tuesday, E! Online shared the vid... http://t.co/8Q6Plbfm',negative
'Excited about the bump in RAM for Raspberry Pi. Such a nice surprise for a Monday. : )',positive
'I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol',positive
'Anonymous to Wikileaks: We\'re more interested in transparent govts & bringing out info they want to hide from public.   http://t.co/m7ca9SOa',positive
'Bayern Munich goalkeeper Manuel Neuer shows he could play in midfield v Bayer Leverkusen: Bayern Munich may have... http://t.co/oyJg6cNe',negative
'Porto is even more amazing as the sun sets... http://t.co/Fz0tXHuF',positive
'Heat vs Knicks first round of playoffs tomorrow!!! #Lebron#Wade better bring it!!!',positive
'I guess Knicks/Heat is on for now. Pretty clear that tomorrow\'s game wasn\'t going to happen.',negative
'@alfredoflores follow @amandawanxo , on november 26, find her outside the bell center and meet her. please? <31',negative
'@LiterallyFedUp 1/2 white? does\'nt matter;Malcolm X may hv been as well.Still no specifics.U ppl don\'t hv ideas except make bombs killem all',negative
'#NowWatching Infinite\'s Weekly Idol with Eng Sub! <<< It\'s their 3rd time going to Weekly Idol! :DD',negative
'Last day in Jeddah. Will be in Brunei tomorrow night. And then Surabaya the following night. And then Bali the night after that. Whee!',negative
'The Brits may find the feminised versions of professions offensive (actress instead of actor), the Germans are proud of theirs. #RandomShit',negative
'just finished watching Nandito Ako for the 2nd time around @DavidArchie We Wait For David Archuleta',negative
'Cba for work this weekend, wana be a sloth on Sunday with @GeorgiaKington and @abbieparker1',negative
'Tears of the Sun is wayyyyy better than Act of Valor',positive
'Happy Birthday to the coolest golfer in Bali! @tjvictoriacnd !! :) may you become cooler and cooler everyday! Stay humble little sister! Xx',positive
'ME& @QueenofCol  going to Phuk The City Up Sept 15. we taking it back to Fairground for #BATTLEOFTHESEXES lets see who rock men/women',negative
'\\\"\"@HoesHateVeziaa_: Im sooo glad we dont have school monday , Imaaa sleep all day man .\\\"\"we don\'t!!?????',positive
'watched Unofficially Yours with Richard Mark Morcella, his partner and Jaja Abastillas',negative
'Who\'s appearing at the Houston Livestock Show and Rodeo come March? That is, other than George Strait?... http://t.co/5u61o6o9',negative
'There are now only EIGHT tickets left for @casualviolence \'s November 5th show at the Leicester Square Theatre.. Get in quick folks!!!',negative
'if you LOVE to dance I hope to see you supporting this event. SATURDAY. all INFO on the flyer! http://t.co/pKfQShXT',positive
'*raises hand*RT @NY_SexyLady: \\\"\"Tomorrow\\\"\" by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!',negative
'November 3rd-Norfolk, VA-NorVa Theatre (NAS ONLY)November 4th-Washington,DC - DAR Constitution Hall......for you concert seekers out there !',negative
'@KiranKS Those who justified Mumbai Police\'s incompetency for Aug 11 are the same ones who supported Delhi Police\'s action at Ramlila...!!',negative
'@kinagrannis Two Birthday Cakes! One with Jelly Beans! I wonder what kind of Birthday Cake the 2nd one was? Goodnight Kina, Emi, and Misa.',negative
'@FreddieGibbs show at IU was live! Chicago tomorrow @ Reggie\'s with @ShowYouSuck & Boldy Blocks!',negative
'@Essedarius95  But foreign intervention isn\'t helping but i think Qabiil is doing HEFTY damage in Somalia. It divided us in the 1st place',negative
'Spurs win the opener!!! N.O. gave them a good fight, awesome 4th qtr!',positive
'From Facebook, Thursday is MARGARITA day at Sandy Springs! On the rocks or frozen, for $4.50! NFL, College Football, Baseball n More!...',negative
'The Knicks vs Nets game got moved all the way to the 26th damn',negative
'@sadulsterclown1 what lies have they told? Catholics may have been \'ethnically cleansed\' in some areas but Protestants got it worse, no...',negative
'Talk About The History of Valentine Day: Every February 14, across the United States and in other places around the... http://t.co/9rzD99jT',negative
'May I get a Lucas Scott for a sleepover tonight? Please! #DalalWantsLucasScott',negative
'Ash Wednesday lyric~ she shouts to the east god u better have something better for me cause if this is it, well i want better than this...',positive
'@kelly_carlin I just got back from Hawaii on Monday and I\'m feeling sick too.',negative
'Mncim, the rain that stopped last Saturday\'s game wasted our time waitse! Maybe SS4 would be playing something better tonight.',negative
'When I see reactions to stories about \\\"\"benefit scroungers\\\"\" and the \\\"\"lazy poor\\\"\" in the Sun, I wonder if Murdoch is a latter-day Pavlov',negative
'Kinda sucks, he missed my classes graduation over something he may or may not have done',negative
'@NiallOfficial I\'m singing What Makes You Beautiful for a school performance tomorrow! Wish me luck? Any advice? Follow? Lol love you, Niall',positive
'Aug 30! Toads Place, New Haven CT. Myself, M.A.R., Jitta on the Track, Danimal Lector and more! http://t.co/kaU62WG1',negative
'I\'m going to Babaman at Vidia in Cesena, Italy - Dec 22 http://t.co/Tns3TWqv',negative
'@Dixieconley I\'m dropping becca off tomorrow and then going to Ash',negative
'Dear Giant fans please find another way to get to the parade on Wednesday. I do not want to see u on Caltrain! #2010memoriesofhell!!',negative
'England\'\'s Patel stakes Test claim with century: MUMBAI: Samit Patel hit a century on Thursday to make a strong ... http://t.co/yW0N2e6O',negative
'Valentine day has been cancelled..what? Why? how? you may be asking. But you see it\'s simple math.. 14-2-12 =0',negative
'Are you guys as ready as I am for RIRI 7th album .... Come on NOVEMBER 19 :) #rihannanavy @rihanna rihan http://t.co/h33yFESe',positive
'Brook Lopez with a Double Double in the 3rd #NetsNation',negative
'THE SKINNY: Breezy may be getting it from RiRi AND ex, KT. Getting that cake! cake! cake! and eating it too. <3... http://t.co/S7I4RVCe',negative
'I can\'t wait for the Heat game tomorrow; Heat vs Knicks!',positive
'If this is the end for @TSN990Radio, I once again have to commend @TheKaufmanShow for his emotional Gary Carter memorial show in February',negative
'OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D',negative
'Seven has 6 shows in top 15, ABC 2nd with 5, Nine third with 4. Ten and SBS rate 0.  http://t.co/QBEBBrIG',negative
'@lovinjakemore You bet! And @chuckonthewolf & I will have Best Seats in the House on Mon.',positive
'From a Call to Prayer for America Saturday at the Washington Reflecting pool with the Washington Monument in the... http://t.co/IKpMKsry',negative
'First time I ever heard SS was in 6th grade and I actually loved it. I didn\'t know the song at the the time so I couldn\'t continue to listen',positive
'@JScribe We are having a Politics and Pancakes program in the building next Tuesday night--you are welcome to come!',positive
'world war 3 has been going on in my house since Monday. How long do these things usually last?',negative
'Could be one of the greatest nights of my life Carmelo Anthony winked & acknowledged me twice and sat 2 rows back at the Knicks game! #CA7',positive
'Proud of Aishwarya\'s French honour: Big B: Mumbai, Nov 2 (IANS) Megastar Amitabh Bachchan says he is proud that ... http://t.co/x5721z5E',positive
'Short hair is back! Check  it out. (clockwise) Alicia K, RiRi, Miley C and Twiggy the 1st skinny model.  #pi http://t.co/JmEWya7T',negative
'Lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow.  Thank you #uft and @GothamSchools for Info',negative
'***Thursday night Friday night dinner special***  Salmon & Jumbo Shrimp 15.95 Whole Fish (Porgie) 1.5lb with lemon... http://t.co/h10h4M8A',negative
'Got new Aesop Rock, Master Ace & DOOM, Nas, Flatbush Zombies, Jon Connor, & Cyhi ready for the flight tomorrow, been sleepin on lots of shit',negative
'Foreign commentator award at the #commentawards goes to the late Marie Colvin of the Sunday Times',negative
'Intermission FC took a big step towards the title with a hard fought 1-0 win over fellow table toppers The Real Ajax on Monday night.',positive
'Tomorrow is a good day to listen to LAMB OF GOD. HAHAHAHA.',positive
'FUCK...I forgot the Nets opener is moved to Sunday and I gotta go with my Dad...I have to drive home from FIND fast... #rushingflow',negative
'Kuun fastest so far on SS4, Williams 2nd and Fekken 3rd. Cronje still leads but the gap is now 8sec from Habif #sarally #pr',negative
'might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus.',negative
'@jodiianto Lmaooo that\'s def in Ajax. I guess I\'ll give it to ya in December :)',positive
'Astrology may be a blasphemous concept to some, but I am the absolute epitome of my sign. Every last detail.',positive
'Memorial Day, President\'s Day, Monday, any day seems to be the right day to see Independence Day on t.v.',negative
'\\\"\"@DJRobBanks: Drop !t Vol. 3 Charlotte\'s BIGGEST BLACKLIGHT party THIS Fri. at Neighborhood Theatre!\\\"\" Damn I wish it was in Ralz',negative
'\\\"\"Senran Kagura for PS Vita may be the most advanced breast physics system with complete costume destruction comparing the 3DS counterpart\\\"\".',positive
'Friday is cold but here.  How are you guys doing?  Win Evanescence tickets plus Stone Sour\'s new album in about 15 minutes...',negative
'I forgot Plies gone be at the moon tomorrow',negative
'Diet starts tomorrow..too bad I\'m too jam packed busy to go to the gym',negative
'With the election right around the corner, RRFP is pleased to announce Super Tuesday!  Get an additional 5\%... http://t.co/aKR98s83',positive
'@asampson930 first, *Rondo. 2nd, you know who\'s higher? Darko Millicic, LeBron James, Carmelo Anthony, etc.',negative
'@boxnationtv - Just watched the Klitschko fight from sat. @bigdaddybunce ruined it talking over ring entrances & talking shit throughout.',negative
'The season opener for the New York Knicks is now Miami @ New York On Friday. That\'s how it should be.',negative
'@ByeKandace And I live in Zachary, but I might try to stay with someone next Friday.',negative
'@felliiiisha come over tomorrow? :) my mom isn\'t staying there with me she has to stay with the big dogs at the old house until Gordon',positive
'My Assasin\'s Creed Join or Die EDis coming tomorrow with  Ps Vita Liberation\'s. But I want to play Xbox 360 version first! #AC3 #ACIII',negative
'The last lecture of the day on a Monday to me is like Pancake Day for fat kids #dreamy',positive
'Did you just tell me Lucas scott leaves in the 6th season of tree hill with peyton to travel the wolrd?#YOUJUSTRUINEDMYLIFE #FUCKYOU',negative
'Parsons also confirmed w/ TW reporter abt JLin\'s popularity, also \'promised\' he\'ll visit Taiwan next yr http://t.co/ER67bSxy',negative
'Having family pictures done on Saturday with my 4 favorite girls! Hannah, Katie , Shan and my Tam! Can\'t wait! Life can\'t get any better!',positive
'For those wondering about when/if Murray State\'s Zay Jackson will play this year -- last Friday, MSU AD Allen Ward said ... (cont)',negative
'It\'s Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.',negative
